# Amod fmod z Delta_Amod Delta_fmod
8.000000000000003393e-11 6.951927961775591174e-09 3.368578947368420895e+00 2.568185000616523165e-08 2.498562849173274896e-06
8.000000000000003393e-11 6.951927961775591174e-09 3.579052631578947263e+00 3.213184107153332709e-08 2.508929606841790932e-06
8.000000000000003393e-11 6.951927961775591174e-09 3.789526315789473632e+00 2.996999678829378166e-08 3.122397153517535122e-06
8.000000000000003393e-11 6.951927961775591174e-09 4.000000000000000000e+00 2.698725253772828492e-08 3.714918748731800077e-06
8.000000000000003393e-11 1.274274985703132061e-08 1.000000000000000021e-03 1.118099837526807598e-12 2.095287755462721151e-10
8.000000000000003393e-11 1.274274985703132061e-08 2.114736842105263137e-01 3.520169856647027990e-10 5.727811242289542749e-08
8.000000000000003393e-11 1.274274985703132061e-08 4.219473684210526265e-01 1.336453680000854194e-09 1.398144499269540243e-07
8.000000000000003393e-11 1.274274985703132061e-08 6.324210526315788838e-01 2.089700169538949031e-09 2.431781995885403188e-07
8.000000000000003393e-11 1.274274985703132061e-08 8.428947368421052522e-01 3.663513686534647174e-09 3.687491465106106137e-07
8.000000000000003393e-11 1.274274985703132061e-08 1.053368421052631509e+00 3.207072929092153761e-09 5.120810178049976668e-07
8.000000000000003393e-11 1.274274985703132061e-08 1.263842105263157656e+00 5.646436015884136470e-09 6.746701455456953536e-07
8.000000000000003393e-11 1.274274985703132061e-08 1.474315789473684024e+00 7.899625852462234064e-09 8.548553094225199889e-07
8.000000000000003393e-11 1.274274985703132061e-08 1.684789473684210392e+00 1.153679663840695936e-08 1.057899783514348711e-06
8.000000000000003393e-11 1.274274985703132061e-08 1.895263157894736761e+00 1.386634539897127433e-08 1.270995716315116701e-06
8.000000000000003393e-11 1.274274985703132061e-08 2.105736842105263129e+00 1.511219234173756173e-08 1.492689388712304057e-06
8.000000000000003393e-11 1.274274985703132061e-08 2.316210526315789497e+00 1.173365968650211319e-08 1.763142159190853299e-06
8.000000000000003393e-11 1.274274985703132061e-08 2.526684210526315422e+00 1.957372729244377247e-08 1.992831278174366353e-06
8.000000000000003393e-11 1.274274985703132061e-08 2.737157894736841790e+00 1.918596849075480951e-08 2.278719788735708344e-06
8.000000000000003393e-11 1.274274985703132061e-08 2.947631578947368158e+00 1.420961139011660092e-08 2.662372766140161306e-06
8.000000000000003393e-11 1.274274985703132061e-08 3.158105263157894527e+00 2.439748194312915391e-08 2.871221600931714786e-06
8.000000000000003393e-11 1.274274985703132061e-08 3.368578947368420895e+00 3.119953222656664036e-08 3.162000044482420540e-06
8.000000000000003393e-11 1.274274985703132061e-08 3.579052631578947263e+00 2.042519208758537818e-08 3.658192162094610745e-06
8.000000000000003393e-11 1.274274985703132061e-08 3.789526315789473632e+00 4.070318235260380407e-08 3.818675410790587431e-06
8.000000000000003393e-11 1.274274985703132061e-08 4.000000000000000000e+00 3.779876558731022015e-08 4.204865691661140051e-06
8.000000000000003393e-11 2.335721469090121435e-08 1.000000000000000021e-03 1.461573655382186050e-12 3.710563096658205950e-10
8.000000000000003393e-11 2.335721469090121435e-08 2.114736842105263137e-01 4.846102582789621907e-10 9.736348187960603022e-08
8.000000000000003393e-11 2.335721469090121435e-08 4.219473684210526265e-01 7.611760226711032047e-10 2.492824605116333602e-07
8.000000000000003393e-11 2.335721469090121435e-08 6.324210526315788838e-01 2.052022852271686314e-09 4.237097002453402318e-07
8.000000000000003393e-11 2.335721469090121435e-08 8.428947368421052522e-01 3.456770277298235234e-09 6.260642452952863021e-07
8.000000000000003393e-11 2.335721469090121435e-08 1.053368421052631509e+00 4.578963544560999582e-09 9.052938753057624329e-07
8.000000000000003393e-11 2.335721469090121435e-08 1.263842105263157656e+00 3.562001362563501543e-09 1.326667695228026309e-06
